UASG,Modalidade da Licitação,Número do Aviso da Licitação,Identificador da Licitação,Tipo do Pregão,Situação do Aviso,Objeto,Informações Gerais,Número do Processo,Tipo de Recurso,Número de Itens na Licitação,Nome do Responsável,Função do Responsável,Data de Entrega do Edital,Endereço de Entrega do Edital,Data de Abertura da Proposta,Data de Entrega da Proposta,Data de Publicação,Itens da licitação > uri
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",00007/2003,15322901000072003,,Divulgado,Aquisição de Material Esportivo.,,3000072071200361,Nacional,42,,,25/04/2003 08:00,Rodovia 399 Km 61 - Zona Rural/RO,,06/05/2003 08:00,,/licitacoes/id/licitacao/15322901000072003/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",00007/2004,15322901000072004,,Divulgado,Aquisição de Pneus,,3000072023200453,Nacional,17,,,25/05/2004 08:00,"Escola Agrotécnica Federal de Colorado do Oeste, Rod. 399, Km 05, Cx. P. 47 - Zona Rural/RO",,01/06/2004 08:00,,/licitacoes/id/licitacao/15322901000072004/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",00007/2005,15322901000072005,,Divulgado,"Aquisicao de Material de limpeza,Copa e Cozinha",,3000062175200529,Nacional,83,,,29/08/2005 08:00,Rodovia 399 km 05 Zona Rural cx postal 47 - Zona Rural/RO,,09/09/2005 08:00,,/licitacoes/id/licitacao/15322901000072005/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",00007/2005,15322905000072005,Presencial,Publicado,Aquisição de Material de Expediente,,3000062100200548,Nacional,31,MARIA ROSA SANTOS SILVA,Pregoeira,09/05/2005 08:00,Rodovia 399 km 05 - Zona Rural/RO,,19/05/2005 09:00,09/05/2005,/licitacoes/id/licitacao/15322905000072005/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",00007/2006,15322905000072006,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de fru tas, verduras e legumes in-natura",,3000062154200694,Nacional,24,MARIA ROSA SANTOS SILVA,Pregoeira,13/04/2006 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,27/04/2006 10:00,13/04/2006 08:00,12/04/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",00007/2007,15322905000072007,Eletrônico,Publicado,Pregão Eletrônico Aquisiçao de Mater ial de Expediente,,23000062148200718,Nacional,107,VANDERLEI KUIPERS,Pregoeiro,24/04/2007 08:00,Rod 399 km 05 caixa postal 51 - Zona Rural/RO,11/05/2007 10:00,24/04/2007 08:00,24/04/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",00007/2008,15322905000072008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Mater ial_ de irrigação,,23000074159200821,Nacional,87,VANDERLEI KUIPERS,Pregoeiro,26/06/2008 08:00,Escola Agrotcnica Federal de Colorado do Oeste Rod 399 Km 05 Cx poatal 51 - Zona Rural/RO,09/07/2008 10:00,26/06/2008 08:00,26/06/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",00007/2009,15322905000072009,Eletrônico,Publicado,Pregão Eletrônico Serviço de passage ns terrestres.,,23000062043200921,Nacional,1,RENATO MARCOS SANDI SILVA,Pregoeiro,06/02/2009 08:00,Rod. 399 km 05 - Zona rural/RO,19/02/2009 10:00,06/02/2009 08:00,06/02/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",00008/1999,15322901000081999,,Publicado,Serviços de Consultoria na Área Técnico Pedagógica de acordo com Contrato de Empréstimo 1052/OC-BR/MEC-BID.,,3000014461/99-32,Nacional,4,MARIA CÉLIA DOS SANTOS,Presidente do Comitê Especial de Seleção,05/11/1999 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,22/11/1999 15:00,05/11/1999,/licitacoes/id/licitacao/15322901000081999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",00008/2000,15322901000082000,,Divulgado,"Aquisição de produtos químicos, utensílios agrícolas, zootécnicos, adubos e sementes.",,3000061535200061,Nacional,220,,,24/03/2000 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,03/04/2000 14:00,,/licitacoes/id/licitacao/15322901000082000/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",00008/2002,15322901000082002,,Divulgado,Aquisição de Materiais de Expediente e de Informática.,,3000063042200227,Nacional,116,,,25/03/2002 08:00,Rod 399 km 05 - Zona Rural/RO,,05/04/2002 08:30,,/licitacoes/id/licitacao/15322901000082002/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",00008/2003,15322901000082003,,Divulgado,Aquisicao de 120 toneladas de milho em graos,,3000072087200373,Nacional,1,,,14/04/2003 08:00,Rodovia 399 Km 61 - Zona Rural/RO,,23/04/2003 08:00,,/licitacoes/id/licitacao/15322901000082003/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",00008/2004,15322901000082004,,Divulgado,"Aquisição de Combustivel,Gás Liquifeito de Petoleo e Nitrgenio",,3000072123200480,Nacional,6,,,28/05/2004 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 caixa postal 47 - Zona Rural/RO,,04/06/2004 08:00,,/licitacoes/id/licitacao/15322901000082004/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",00008/2005,15322905000082005,Presencial,Publicado,Aquisição de Gêneros Alimentícios,,3000062117200503,Nacional,12,MARIA ROSA SANTOS SILVA,Pregoeira,10/05/2005 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,,20/05/2005 09:00,10/05/2005,/licitacoes/id/licitacao/15322905000082005/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",00008/2005,15322901000082005,,Divulgado,Serviço de Engenharia Eletrica para Execução da Rede Trifasica_ de Alta Tensão,,3000062185200564,Nacional,1,,,20/07/2005 08:00,Rodovia 399 Km 05 cx 47 - Zona Rural/RO,,29/07/2005 08:00,,/licitacoes/id/licitacao/15322901000082005/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",00008/2006,15322905000082006,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de car nes, frios,lacteos, bebidas e outros",,3000062153200640,Nacional,40,MARIA ROSA SANTOS SILVA,Pregoeira,17/04/2006 08:00,"Rodovia 399, km 05 cx postal 47 - /RO",02/05/2006 10:00,17/04/2006 08:00,13/04/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",00008/2007,15322905000082007,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Mate rial eletrico,,23000062,Nacional,45,MARIA ROSA SANTOS SILVA,Pregoeira,30/04/2007 08:00,Rodovia 399 km 05 cx postal 51 - Zona rural cx postal 51/RO,11/05/2007 10:00,30/04/2007 08:00,30/04/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",00008/2008,15322905000082008,Presencial,Publicado,Serviço de Manutenção Preventiva e Corr etiva em Veiculos Oficiais,,23000074155200843,Nacional,4,VANDERLEI KUIPERS,Pregoeiro,13/06/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 Cx Postal 51 - Zona Rural/RO,,25/06/2008 10:00,11/06/2008,/licitacoes/id/licitacao/15322905000082008/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",00008/2009,15322905000082009,Eletrônico,Publicado,Pregão Eletrônico Passagens Terrest re,,23000062043200921,Nacional,1,VANDERLEI KUIPERS,Pregoeiro,20/02/2009 08:00,Instituto Federal de Rondonia Rod 399 Km 05 caixa postal 51 - Zona Rural/RO,06/03/2009 10:00,20/02/2009 08:00,20/02/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",00009/1999,15322901000091999,,Divulgado,Contratação de Empresa para prestação de serviços de vigilância desarmada.,,3000061666/99-71,Nacional,1,,,31/05/1999 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,08/06/1999 08:00,,/licitacoes/id/licitacao/15322901000091999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",00009/2000,15322901000092000,,Divulgado,Aquisição de materiais de Expediente e Informática.,,3000061538200002,Nacional,52,,,16/05/2000 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,25/05/2000 08:00,,/licitacoes/id/licitacao/15322901000092000/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",00009/2001,15322901000092001,,Divulgado,"Aquisição de Materiais de uso Zootécnico, Produtos Químicos e Sementes.",,3000063056200160,Nacional,125,,,09/05/2001 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,18/05/2001 08:00,,/licitacoes/id/licitacao/15322901000092001/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",00009/2002,15322901000092002,,Divulgado,"Aquisicao de etiquetas personalizadas , quadro de fixacao de mensagens, espelho esferico, maquina para leitura de codigo de barra.",,3000063017200243,Nacional,6,,,25/03/2002 08:00,Rod 399 km 05 - Zona Rural/RO,,09/04/2002 08:00,,/licitacoes/id/licitacao/15322901000092002/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",00009/2003,15322901000092003,,Divulgado,AQUISIÇAO de material de video e supri mento de informatica,,3000072095200310,Nacional,29,,,29/07/2003 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,05/08/2003 08:00,,/licitacoes/id/licitacao/15322901000092003/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",00009/2004,15322901000092004,,Divulgado,Aquisição de Gêneros alimentícios,,3000072166200465,Nacional,52,,,21/07/2004 08:00,Rod. 399 km 05 - Zona Rural/RO,,28/07/2004 08:00,,/licitacoes/id/licitacao/15322901000092004/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",00009/2005,15322905000092005,Presencial,Publicado,Contratação de Empresa para REalização de Concurso Público,,3000062120200519,Nacional,1,MARIA ROSA SANTOS SILVA,Pregoeira,27/05/2005 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,,08/06/2005 09:00,25/05/2005,/licitacoes/id/licitacao/15322905000092005/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",00009/2005,15322901000092005,,Divulgado,"Ampliaçao do Refeitorio,Cobertura Casa dos Motores e Pintura do Herbario.",,3000062330200515,Nacional,3,,,16/12/2005 08:00,Rodovia 399 Km 05 caixa postal 47 - Zona Rural/RO,,23/12/2005 08:00,,/licitacoes/id/licitacao/15322901000092005/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",00009/2006,15322905000092006,Eletrônico,Publicado,Pregão Eletrônico Contratação de em poresa especializada para realização de concur so publico,,3000062163200685,Nacional,1,MARIA ROSA SANTOS SILVA,Pregoeira,13/04/2006 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,28/04/2006 10:00,13/04/2006 08:00,12/04/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",00009/2007,15322905000092007,Eletrônico,Publicado,Pregão Eletrônico Aquisição material hidráulico,,23000062151200731,Nacional,65,MARIA ROSA SANTOS SILVA,Pregoeira,09/05/2007 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,22/05/2007 10:00,09/05/2007 08:00,09/05/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",00009/2008,15322905000092008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de mater ail de Acondicionamento e Embalagem,,23000074161200809,Nacional,26,VANDERLEI KUIPERS,Pregoeiro,27/06/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 Cx Postal 51 - Zona Rural/RO,10/07/2008 10:00,27/06/2008 08:00,27/06/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",00009/2009,15322905000092009,Eletrônico,Publicado,Pregão Eletrônico Aquisiçao de Agrop ecuários..,,23000062145200946,Nacional,32,RENATO MARCOS SANDI SILVA,Pregoeiro,06/03/2009 08:00,Rod 399 km 05 - Zona rural/RO,24/03/2009 09:00,06/03/2009 08:00,06/03/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000010/1999,15322901000101999,,Divulgado,Aquisição de Produtos Agropecuários.,,3000061624/99-21,Nacional,196,,,02/06/1999 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,09/06/1999 08:00,,/licitacoes/id/licitacao/15322901000101999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000010/2000,15322901000102000,,Divulgado,"Aquisição de rações, concentrado e medicamentos para animais.",,3000061624200015,Nacional,39,,,01/06/2000 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,12/06/2000 14:00,,/licitacoes/id/licitacao/15322901000102000/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000010/2001,15322901000102001,,Divulgado,Aquisição  de material de construção elétricos e para irrigação.,,3000063078200120,Nacional,280,,,07/05/2001 08:00,"Rodovia 399, KM 05 - Zona Rural/RO",,16/05/2001 08:00,,/licitacoes/id/licitacao/15322901000102001/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000010/2003,15322901000102003,,Publicado,Contratação de Serviço Tercerizados na Area de Vigilancia e Segurança de Imoveis não R esidenciais Vigilanci Desarmada,,3000072159200382,Nacional,1,VANDERLEI KUIPERS,Presidente CPL,18/08/2003 08:00,Rodovia 399 Km 05 - Zona rural/RO,,26/08/2003 08:00,15/08/2003,/licitacoes/id/licitacao/15322901000102003/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000010/2004,15322901000102004,,Divulgado,Aquisição de gado para abate,,3000072176200409,Nacional,1,,,27/07/2004 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,,03/08/2004 08:00,,/licitacoes/id/licitacao/15322901000102004/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000010/2005,15322901000102005,,Divulgado,Reforma Suinocultura,,3000062343200586,Nacional,1,,,21/12/2005 08:00,Rodovia 399 km 05 caixa postal 47 - Zona Rural/RO,,28/12/2005 08:00,,/licitacoes/id/licitacao/15322901000102005/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000010/2005,15322905000102005,Presencial,Publicado,Aquisição de Material Permanente,,3000062124200505,Nacional,15,MARIA ROSA SANTOS SILVA,Pregoeira,06/06/2005 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,,16/06/2005 09:00,03/06/2005,/licitacoes/id/licitacao/15322905000102005/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000010/2006,15322905000102006,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de con servas, doces, compotas e frutas secas",,3000062156200683,Nacional,30,MARIA ROSA SANTOS SILVA,Pregoeira,20/04/2006 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,05/05/2006 10:00,20/04/2006 08:00,20/04/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000010/2007,15322905000102007,Eletrônico,Publicado,Pregão Eletrônico Aquisição de gás liquefeito de petróleo GLP,,23000062190200739,Nacional,2,MARIA ROSA SANTOS SILVA,Pregoeira,08/06/2007 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,20/06/2007 10:00,08/06/2007 08:00,08/06/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000010/2008,15322905000102008,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de Herbi cida, Fungicida, Adubo, Fertilizante e Outros",,23000074160200856,Nacional,20,VANDERLEI KUIPERS,Pregoeiro,30/06/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 Cx Postal 51 - Zona Rural/RO,11/07/2008 10:00,30/06/2008 08:00,30/06/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000010/2009,15322905000102009,Eletrônico,Publicado,Pregão Eletrônico Serviço de Dedetiz ação,,23000062146200991,Nacional,1,VANDERLEI KUIPERS,Pregoeiro,11/03/2009 08:00,"Escola Agrotecnica federal de Colorado do Oeste, IFR Rod 399 km 05 Cx postal 51 - Zona Rural/RO",26/03/2009 10:00,11/03/2009 08:00,11/03/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000011/1999,15322901000111999,,Divulgado,Aquisição de gêneros alimentícios.,,3000061661/99-57,Nacional,59,,,04/06/1999 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,11/06/1999 08:00,,/licitacoes/id/licitacao/15322901000111999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000011/2000,15322901000112000,,Publicado,Aquisição de equipamentos para estação meteorológica.,,3000002742200083,Nacional,1,JACKSON BEZERRA NUNES,Presidente da CEL,19/06/2000 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,27/06/2000 08:00,16/06/2000,/licitacoes/id/licitacao/15322901000112000/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000011/2001,15322901000112001,,Publicado,Aquisição de cadeiras.,"Edital R$ 10,00",3000063094200112,Nacional,4,JACKSON BEZERRA NUNES,Presidente da Comissão Especial de Licitação,14/08/2001 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,29/08/2001 14:00,14/08/2001,/licitacoes/id/licitacao/15322901000112001/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000011/2002,15322901000112002,,Divulgado,Aquisiçao de Equipamentos de Informática (computadores e nobreak).,,3000063000200296,Nacional,2,,,12/04/2002 08:00,Rod 399 Km 05 - Zona Rural/RO,,25/04/2002 08:00,,/licitacoes/id/licitacao/15322901000112002/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000011/2004,15322901000112004,,Divulgado,Contratação de Serviço de REforma,,3000072160200498,Nacional,1,,,04/08/2004 08:00,Rosovia 399 km 05 cx postal 47 - Zona Rural/RO,,11/08/2004 08:00,,/licitacoes/id/licitacao/15322901000112004/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000011/2005,15322905000112005,Presencial,Publicado,Contratação de empresa para realização de Concurso Público,,3000062120200519,Nacional,1,MARIA ROSA SANTOS SILVA,Pregoeira,10/06/2005 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,,22/06/2005 09:00,10/06/2005,/licitacoes/id/licitacao/15322905000112005/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000011/2006,15322905000112006,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de cere ais, leguminosas, tuberculos e derivados",,3000062157200628,Nacional,20,MARIA ROSA SANTOS SILVA,Pregoeira,13/04/2006 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,28/04/2006 10:00,13/04/2006 08:00,12/04/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000011/2007,15322905000112007,Eletrônico,Publicado,Pregão Eletrônico Aquisição de tin tas e toner,,23000062194200717,Nacional,22,MARIA ROSA SANTOS SILVA,Pregoeira,04/06/2007 08:00,Rodovia 399 km 05 cx postal 51 - Zona Rural/RO,15/06/2007 10:00,04/06/2007 08:00,04/06/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000011/2008,15322905000112008,Presencial,Publicado,Serviço de manutenção Preventiva e Corr etiva em Veiculos Oficiais,,23000074155200843,Nacional,4,VANDERLEI KUIPERS,Pregoeiro,04/07/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 Cx Postal 51 - Zona Rural/RO,,16/07/2008 10:00,04/07/2008,/licitacoes/id/licitacao/15322905000112008/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000011/2009,15322905000112009,Eletrônico,Publicado,Pregão Eletrônico Contratação de emp resa especializada para prestação e realização de serviço de elaboração de vestibular e concur so,,23000062177200941,Nacional,1,RENATO MARCOS SANDI SILVA,Pregoeiro,30/03/2009 08:00,Rod. 399 km 05 - Zona rural/RO,09/04/2009 10:00,30/03/2009 08:00,30/03/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000012/1999,15322901000121999,,Divulgado,Aquisição de gêneros alimentícios   e materiais de limpeza em geral.,,3000061691/99-18,Nacional,39,,,23/06/1999 08:00,Rodovia 399 km 05 - Zona Rural/RO,,30/06/1999 08:00,,/licitacoes/id/licitacao/15322901000121999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000012/2000,15322901000122000,,Publicado,Aquisição de mobiliário e utensílios.,,3000061594200039,Nacional,18,JACKSON BEZERRA NUNES,Presidente da CEL,24/04/2000 08:00,"Rodovia 399, Km 05 - Zona Rural/RO",,03/05/2000 14:00,24/04/2000,/licitacoes/id/licitacao/15322901000122000/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000012/2001,15322901000122001,,Divulgado,Aquisição de Material Permanente.,,3000063103200175,Nacional,16,,,18/06/2001 08:00,"Rodovia 399, KM 05 - Zona Rural/RO",,28/06/2001 08:00,,/licitacoes/id/licitacao/15322901000122001/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000012/2002,15322901000122002,,Divulgado,Aquisicao de produtos utilizados   na zootecnia (medicamento e alimento).,,3000063063200242,Nacional,63,,,17/04/2002 08:00,Rod 399 Km 05 - Zona Rural/RO,,29/04/2002 08:00,,/licitacoes/id/licitacao/15322901000122002/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000012/2003,15322901000122003,,Publicado,Aquisiçao de Material Permanente para o Acervo Bibliográfico,,3000072188200344,Nacional,299,VANDERLEI KUIPERS,Presidente da CPL,13/10/2003 08:00,Rodovia 399 Km 05 - Zona Rural/RO,,20/10/2003 08:30,10/10/2003,/licitacoes/id/licitacao/15322901000122003/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000012/2004,15322901000122004,,Divulgado,Aquisição de Material de Expediente,,3000072178200490,Nacional,50,,,28/07/2004 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,,05/08/2004 08:00,,/licitacoes/id/licitacao/15322901000122004/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000012/2005,15322905000122005,Presencial,Publicado,Aquisição de Material de Expediente,,3000062100200548,Nacional,31,MARIA ROSA SANTOS SILVA,Pregoeira,14/06/2005 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,,24/06/2005 09:00,13/06/2005,/licitacoes/id/licitacao/15322905000122005/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000012/2006,15322905000122006,Eletrônico,Publicado,"Pregão Eletrônico Aquisição de condi mentos, temperos, corantes e conservantes",,3000062155200639,Nacional,40,MARIA ROSA SANTOS SILVA,Pregoeira,27/04/2006 08:00,Rodovia 399 km 05 cx postal 47 - Zona Rural/RO,10/05/2006 10:00,27/04/2006 08:00,26/04/2006
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000012/2007,15322905000122007,Eletrônico,Publicado,Pregão Eletrônico Equipamento Banda e Fanfarra,,23000062191200783,Nacional,42,VANDERLEI KUIPERS,Pregoeiro,24/05/2007 08:00,Rodovia 399 Km caixa postal 51 - Zona Rural/RO,05/06/2007 10:00,24/05/2007 08:00,24/05/2007
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000012/2008,15322905000122008,Eletrônico,Publicado,Pregão Eletrônico Aquisição de Gás,,2300007194200841,Nacional,2,VANDERLEI KUIPERS,Pregoeiro,04/07/2008 08:00,Escola Agrotecnica Federal de Colorado do Oeste Rod 399 Km 05 Cx Postal 51 - Zona Rural/RO,17/07/2008 10:00,04/07/2008 08:00,04/07/2008
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"5: PREGÃO                                            ",000012/2009,15322905000122009,Eletrônico,Publicado,Pregão Eletrônico Aquisição de mater iais elétricos,,23000062185200998,Nacional,54,RENATO MARCOS SANDI SILVA,Pregoeiro,02/04/2009 08:00,Rod. 399 km 05 - Zona rural/RO,15/04/2009 10:00,02/04/2009 08:00,02/04/2009
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000013/1999,15322901000131999,,Divulgado,Aquisição de Carcaça Bovina.,,3000061694/99-14,Nacional,1,,,05/08/1999 08:00,"Rodovia 399, Km 05, Zona Rural. - Zona Rural/RO",,12/08/1999 08:00,,/licitacoes/id/licitacao/15322901000131999/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000013/2000,15322901000132000,,Publicado,"Aquisição de veículos do tipo moto, van e utilitário",,3000061591200003,Nacional,3,JACKSON BEZERRA NUNES,Presidente da CEL,24/04/2000 08:00,"Rodovia 399, km 05 - Zona Rural/RO",,04/05/2000 14:00,24/04/2000,/licitacoes/id/licitacao/15322901000132000/itens
153229: MEC-ESCOLA AGROTECNICA FED./COLOR.DO OESTE/RO,"1: CONVITE                                           ",000013/2001,15322901000132001,,Divulgado,"Aquisição de material de consumo, arroz e pano de prato.",,3000063159200120,Nacional,2,,,30/07/2001 08:00,"Rodovia 399, km 05 - Zonz Rural/RO",,07/08/2001 08:00,,/licitacoes/id/licitacao/15322901000132001/itens
